"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/InfinityBladeGrassLands/Effects/FX_Materials/M_GoldBag.M_GoldBag","0","24","6","1","15.454639","0","64"
"/Game/InfinityBladeGrassLands/Effects/FX_Materials/Liquid/M_Water_fountain_01.M_Water_fountain_01","0","42","2","1","87.499931","0","150"
"/Game/Assets/SelfActualisation/_Cloth._Cloth","0","21","5","1","16.998951","0","57"
"/Game/Assets/SelfActualisation/Wood_2.Wood_2","0","12","12","1","8.957532","0","22"
"/Game/Assets/SelfActualisation/Wood_1.Wood_1","0","12","12","1","9.072954","0","22"
"/Game/Assets/SelfActualisation/Schirm_1.Schirm_1","0","12","12","1","9.320526","0","19"
"/Game/Assets/SelfActualisation/Towel2.Towel2","0","12","12","1","9.047898","0","19"
"/Game/Assets/SelfActualisation/Towel.Towel","0","12","12","1","8.670625","0","22"
"/Game/Assets/SelfActualisation/Stange.Stange","0","12","1","1","9.031103","0","35"
"/Game/Assets/SelfActualisation/Front_bar.Front_bar","0","21","10","1","16.073322","0","61"
"/Game/Assets/SelfActualisation/Fittings.Fittings","0","21","10","1","17.117699","0","55"
"/Game/Assets/SelfActualisation/Support.Support","0","21","4","1","16.667461","0","56"
"/Game/Assets/SelfActualisation/Side_Support.Side_Support","0","21","5","1","16.031363","0","53"
"/Game/Assets/SelfActualisation/Side_rail.Side_rail","0","21","6","1","16.380316","0","53"
"/Game/Assets/SelfActualisation/Leaf_.Leaf_","0","12","12","1","9.443377","0","16"
"/Game/Assets/SelfActualisation/Body1.Body1","0","12","12","1","9.099640","0","22"
